800,"{{بصرة, 0.8804824561403508}, {سامة, 0.11951754385964912}}"
1141,"{{بغداد, 0.6578751857355131}, {حمص, 0.15118870728083217}, {دمشق, 0.19093610698365532}}"
1304,"{{بغداد, 0.40157116451016633}, {كوفة, 0.17074861367837338}, {طبرستان, 0.0411275415896488}, {الري, 0.04220579174368453}, {مرو, 0.20540665434380775}, {هراة, 0.047905113986444856}, {بغلان, 0.04528650646950092}, {طوس, 0.04574861367837338}}"
1663,"{{بصرة, 1.}}"
1866,"{{بصرة, 0.4820261437908497}, {مكة, 0.5179738562091504}}"
1885,"{{بصرة, 1.}}"
1973,"{{بصرة, 1.}}"
2235,"{{بصرة, 1.}}"
2348,"{{بصرة, 1.}}"
3668,"{{بصرة, 0.882183908045977}, {القيس, 0.11781609195402298}}"
3713,"{{كوفة, 1.}}"
3840,"{{أبلة, 1.}}"
4424,"{{بصرة, 0.5663636363636364}, {مكة, 0.43363636363636365}}"
4493,"{{بصرة, 1.}}"
4548,"{{بصرة, 1.}}"
5049,"{{دمشق, 0.24052782558806693}, {كوفة, 0.601870338496844}, {واسط, 0.15760183591508903}}"
5222,"{{نسا, 1.}}"
5268,"{{بغداد, 1.}}"
5437,"{{كوفة, 1.}}"
5653,"{{بصرة, 1.}}"
6749,"{{واسط, 1.}}"
6849,"{{أصبهان, 0.28535353535353536}, {كوفة, 0.7146464646464648}}"
7334,"{{الجزيرة, 1.}}"
7455,"{{بصرة, 1.}}"
7721,"{{بصرة, 1.}}"
7761,"{{كوفة, 1.}}"
8016,"{{بصرة, 0.8347540983606557}, {القيس, 0.16524590163934427}}"
8215,"{{بغداد, 0.7808683853459972}, {سيلحين, 0.2191316146540027}}"
8253,"{{بصرة, 1.}}"
8463,"{{واسط, 1.}}"
8617,"{{بغداد, 1.}}"
17982,"{{بصرة, 1.}}"
21308,"{{وحاظة, 0.375}, {دمشق, 0.625}}"
22354,"{{بصرة, 1.}}"
28099,"{{واسط, 1.}}"
37,"{{شام, 0.4}, {المدينه, 0.6000000000000001}}"
2881,"{{كوفة, 0.9249999999999999}, {دمشق, 0.075}}"
8560,"{{بصرة, 1.}}"
104,"{{قنسرين, 1.}}"
587,"{{واسط, 1.}}"
7584,"{{الأندلس, 0.09529411764705883}, {مصر, 0.528137254901961}, {حمص, 0.224705882352941}, {المغرب, 0.04627450980392157}, {حضرموت, 0.10558823529411775}}"
8062,"{{بصرة, 0.5234942886812045}, {واسط, 0.47650571131879543}}"
110,"{{كوفة, 1.}}"
399,"{{كوفة, 1.}}"
1153,"{{كوفة, 1.}}"
2009,"{{بصرة, 0.9585174275895926}, {بنانة, 0.04148257241040746}}"
3559,"{{كوفة, 1.}}"
4080,"{{كوفة, 0.9999999999999999}}"
4108,"{{كوفة, 1.}}"
4626,"{{كوفة, 0.8355263157894737}, {ثور, 0.1644736842105263}}"
5018,"{{كوفة, 1.}}"
5210,"{{جونية, 0.07746478873239437}, {بصرة, 0.9225352112676056}}"
5233,"{{كوفة, 1.}}"
5629,"{{كوفة, 1.}}"
7902,"{{نيسابور, 0.04354354354354355}, {بصرة, 0.5885885885885885}, {مكة, 0.3678678678678679}}"
8600,"{{كوفة, 1.}}"
114,"{{بغداد, 1.}}"
474,"{{بغداد, 0.4541595925297114}, {دمشق, 0.34889643463497455}, {مرو, 0.10271646859083192}, {حمص, 0.09422750424448217}}"
927,"{{بغداد, 0.09550900729525359}, {كوفة, 0.27580763121353974}, {بصرة, 0.16888939221982915}, {دمشق, 0.045494820885833794}, {صنعاء, 0.06555410825520061}, {الحجاز, 0.041093782913544576}, {نيسابور, 0.16601959981428696}, {مرو, 0.06862871694674076}, {واسط, 0.015109009659655144}, {حمص, 0.03434371198149748}, {حلب, 0.023550218814618034}}"
4657,"{{بغداد, 0.7291002570694087}, {مرو, 0.27089974293059127}}"
6807,"{{بغداد, 0.2400379121221011}, {مرو, 0.026381414615500847}, {المدينه, 0.016432482643981613}, {بصرة, 0.13866214210156708}, {مصر, 0.1315383521338346}, {كوفة, 0.12366214210156709}, {دمشق, 0.09120687662782119}, {مكة, 0.039622078810990516}, {صاغان, 0.007318861836315636}, {طوس, 0.017178324755326803}, {هراة, 0.01834875596682578}, {نيسابور, 0.09164493275376231}, {بغلان, 0.016644443851836044}, {حمص, 0.041321279678569196}}"
7457,"{{الري, 0.40422838927432964}, {نيسابور, 0.5957716107256703}}"
9880,"{{بغداد, 0.10449378929646137}, {مرو, 0.07299299613398233}, {بصرة, 0.25613159656844287}, {دمشق, 0.056612098165231675}, {نيسابور, 0.05073474326792424}, {الحجاز, 0.0119782183770933}, {مصر, 0.1744001793817211}, {الجزيرة, 0.03297898594329991}, {نسا, 0.013886935630365358}, {كوفة, 0.06699562047632716}, {واسط, 0.015762232844943578}, {هراة, 0.008967623305761657}, {طوس, 0.012079896605694267}, {بغلان, 0.07334075127649885}, {حمص, 0.036514428263131796}, {حلب, 0.012129904463120601}}"
10025,"{{بغداد, 0.4147051436608395}, {الموصل, 0.10197910387783807}, {بصرة, 0.240371961020695}, {كوفة, 0.15811859553948174}, {واسط, 0.08482519590114532}}"
10084,"{{أصبهان, 0.17169125507804167}, {دمشق, 0.4089159717767796}, {بصرة, 0.4193927731451779}}"
11345,"{{نيسابور, 1.}}"
12382,"{{بغداد, 0.5540540540540541}, {نيسابور, 0.44594594594594594}}"
13810,"{{بغداد, 0.37899733703832333}, {الحجاز, 0.05883408590945936}, {مصر, 0.08168345490332297}, {الجزيرة, 0.05488016672455717}, {فارياب, 0.0531434525877041}, {بخارى, 0.05210142410559226}, {حمص, 0.0773011462313304}, {دمشق, 0.1846011346532358}, {حلب, 0.05845779784647453}}"
14974,"{{بغداد, 0.3727676484338475}, {دمشق, 0.1507012622720898}, {بصرة, 0.2126460963066853}, {كوفة, 0.1636746143057504}, {مصر, 0.10021037868162692}}"
15376,"{{بغداد, 1.}}"
21885,"{{بغداد, 0.2199538106235565}, {بصرة, 0.3294226327944572}, {دمشق, 0.23334872979214769}, {الأهواز, 0.11418013856812931}, {عسكر, 0.10309468822170902}}"
21886,"{{بغداد, 1.}}"
21958,"{{المدائن, 1.}}"
23092,"{{بغداد, 1.}}"
23753,"{{بغداد, 1.}}"
24337,"{{مصر, 0.36264929424538533}, {بعلبك, 0.2899022801302931}, {الري, 0.3474484256243213}}"
26620,"{{بغداد, 1.}}"
28523,"{{بغداد, 1.}}"
28615,"{{بغداد, 0.4207708434123531}, {نيسابور, 0.2477947105305596}, {كوفة, 0.1592001290114499}, {بصرة, 0.1146508627640702}, {الحجاز, 0.05758345428156744}}"
29439,"{{بغداد, 1.}}"
30371,"{{ترمذ, 1.}}"
30844,"{{نيسابور, 0.6027237354085604}, {مرو, 0.3972762645914397}}"
30970,"{{كوفة, 0.32421652421652436}, {بصرة, 0.3293447293447295}, {أصبهان, 0.3464387464387465}}"
33323,"{{بغداد, 0.7661498708010336}, {الدور, 0.23385012919896642}}"
133,"{{المدينه, 1.}}"
1372,"{{كوفة, 1.}}"
2080,"{{بصرة, 0.2391304347826087}, {كوفة, 0.7608695652173914}}"
2244,"{{كوفة, 0.8560500695410291}, {الطائف, 0.14394993045897078}}"
2911,"{{الأردن, 0.27777777777777773}, {فلسطين, 0.24206349206349204}, {كوفة, 0.48015873015873023}}"
2990,"{{مصر, 0.47619047619047616}, {الأندلس, 0.19047619047619047}, {دمشق, 0.3333333333333333}}"
3280,"{{المدينه, 0.9391025641025641}, {كان*يسكن*إليها*بجوار*فاشتهر*المقبرة*بالنسبة, 0.060897435897435896}}"
3648,"{{المدينه, 1.}}"
3687,"{{المدينه, 1.}}"
3844,"{{المدينه, 1.}}"
4099,"{{كوفة, 1.}}"
4107,"{{المدينه, 1.}}"
4457,"{{دمشق, 0.6926064441887226}, {بيروت, 0.3073935558112773}}"
4712,"{{المدينه, 1.}}"
5296,"{{المدينه, 1.}}"
5582,"{{المدينه, 1.}}"
5885,"{{كوفة, 1.}}"
5898,"{{المدينه, 0.5310344827586206}, {واسط, 0.4689655172413793}}"
5969,"{{المدينه, 1.}}"
6715,"{{مكة, 1.}}"
7877,"{{المدينه, 0.6989247311827957}, {السند, 0.3010752688172043}}"
8531,"{{المدينه, 1.}}"
8621,"{{أيلة, 1.}}"
119,"{{المدينه, 1.}}"
121,"{{المدينه, 0.6975806451612904}, {مكة, 0.049193548387096775}, {بغداد, 0.225}, {غافق, 0.028225806451612902}}"
3290,"{{بصرة, 0.9999999999999999}}"
5471,"{{كوفة, 1.}}"
5782,"{{كوفة, 1.}}"
1738,"{{أصبهان, 0.9999999999999999}}"
1806,"{{بيروت, 1.}}"
1919,"{{بغداد, 0.3439091265178222}, {حمص, 0.6560908734821778}}"
3582,"{{بغداد, 0.6787878787878788}, {مبارك, 0.13333333333333328}, {واسط, 0.18787878787878787}}"
3741,"{{مكة, 0.18104018912529532}, {المدائن, 0.19018912529550813}, {مرو, 0.16449172576832127}, {نيسابور, 0.17832151300236385}, {هراة, 0.1396690307328603}, {طوس, 0.14628841607564988}}"
4244,"{{المدينه, 1.}}"
5085,"{{المدينه, 0.5006843690117712}, {بصرة, 0.49931563098822884}}"
6193,"{{كوفة, 1.}}"
6990,"{{كوفة, 0.7773809523809525}, {أصبهان, 0.22261904761904763}}"
8060,"{{صنعاء, 1.}}"
20347,"{{المدينه, 0.75}, {الحجاز, 0.25}}"
30276,"{{بغداد, 0.3613968597726042}, {المدينه, 0.6386031402273958}}"
124,"{{المدينه, 1.}}"
6005,"{{المدينه, 0.5747384155455904}, {عسقلان, 0.1464872944693572}, {كوفة, 0.2787742899850524}}"
126,"{{بصرة, 1.}}"
6760,"{{بصرة, 1.}}"
401,"{{مرو, 0.409090909090909}, {الري, 0.20454545454545456}, {بغداد, 0.3863636363636363}}"
414,"{{كوفة, 0.632183908045977}, {مصر, 0.25862068965517243}, {حضرموت, 0.10919540229885058}}"
427,"{{كوفة, 0.9999999999999999}}"
435,"{{كوفة, 1.}}"
439,"{{كوفة, 0.8372093023255813}, {طريثيث, 0.16279069767441862}}"
458,"{{حران, 1.}}"
463,"{{كوفة, 0.43370165745856354}, {دمشق, 0.5662983425414364}}"
465,"{{كوفة, 1.}}"
466,"{{حران, 1.}}"
476,"{{كوفة, 0.60752688172043}, {بغداد, 0.29301075268817206}, {كندى, 0.09946236559139786}}"
482,"{{بغداد, 1.}}"
488,"{{بغداد, 0.6268317891550699}, {مرو, 0.37316821084493}}"
494,"{{بغداد, 1.}}"
502,"{{نيسابور, 1.}}"
504,"{{كوفة, 1.}}"
541,"{{مصر, 0.6947343453510436}, {بصرة, 0.3052656546489564}}"
566,"{{كوفة, 0.4743589743589743}, {بغداد, 0.47435897435897434}, {الكرخ, 0.05128205128205128}}"
890,"{{الري, 1.}}"
